gene	SRR1634013	SRR1634014	SRR1634015	SRR1634016	SRR1634017
ENSG00000041802.10	60.7781053651958	81.8767645103569	76.1971354281943	60.9461724807672	53.7839763413553
ENSG00000043093.13	122.63114928591	118.749741228423	108.886215835313	104.607277596656	108.228243379183
ENSG00000043143.20	59.3213162516716	67.8735589012416	70.0236854858796	84.5628913069898	87.9567106502786
ENSG00000044115.20	328.456246057711	315.539326002587	296.370113850834	271.591555825326	287.19977928034
ENSG00000044574.7	199.373666378349	254.925693881523	272.218650964931	292.479277912747	220.492168520504
ENSG00000047346.12	59.1620994112309	38.0938345830437	44.0934725041684	48.9708041526511	57.9446032600905
ENSG00000047410.13	232.958524879455	229.019976643254	221.26818300262	260.458575726653	291.659900207397
ENSG00000047644.18	96.7426709362788	82.5302474387823	72.2064358725552	56.1211546356361	53.4053971964609
ENSG00000047849.21	112.463309986915	100.730151958757	96.0975004667142	120.782742468084	111.138482813174
ENSG00000048392.11	114.595196494512	97.2103812216351	90.5161694341183	90.4572399923076	98.0505946495045
ENSG00000048649.13	108.205383917841	93.1151362813986	86.2282137402938	114.766631254664	107.215579263544
ENSG00000048707.13	143.833525204602	118.689636144987	113.798361551994	132.583758226777	140.476728684638
ENSG00000048828.16	264.925578366252	266.82607412474	285.920675047955	354.45308822797	314.585698585055
ENSG00000049130.13	81.4083800945082	45.926677903211	60.5205838572239	75.7519273570778	72.8406864990038
ENSG00000049618.22	93.6244495951045	93.1151362813986	97.5272977046528	99.4965679054318	92.927375269647
ENSG00000049656.13	85.427480902922	92.8721582845281	104.277549010113	105.575692411606	85.6318884106794
ENSG00000050748.17	56.4630591302	59.1817670482777	57.4278754694364	74.4087492746989	66.739899957608
ENSG00000051341.13	53.7496263664175	51.9832241830987	56.3479884360285	90.6775496248671	100.815766673215
ENSG00000051523.10	79.7258089078166	79.1051102372833	99.4348109263419	86.756511949464	100.722642755002
ENSG00000051620.10	58.2927035000106	58.2345791376703	58.6408336886986	52.8364090817973	57.6203074042044
ENSG00000051825.14	64.5116053440055	60.2329665926332	61.7143951432697	76.1740690401112	103.45786537788
ENSG00000052723.11	168.61513167761	176.613032935788	163.937956892588	185.718177542724	178.592956756263
ENSG00000052841.14	74.5706014921899	63.6640716747571	54.7779399122793	55.0323986450517	61.3602388331248
ENSG00000054118.13	178.296774918648	184.956130049383	173.734963946116	197.632427714711	197.796606161744
ENSG00000054523.17	68.8333980552912	58.7277818435986	57.6624254013379	75.256349129858	67.7768979614227
ENSG00000054654.15	375.203929565424	291.626028338655	282.742762807354	342.706083863066	525.414973702684
ENSG00000054793.13	538.949454657011	414.360608715755	381.50695239779	340.293101156344	283.719097352373
ENSG00000054965.10	91.0315538743675	75.077643369858	70.8331220876052	84.5960561979128	92.9016375033069
ENSG00000055044.10	88.5735876794277	103.499248568706	109.939775835549	89.5063551911314	67.8569190167713
ENSG00000055070.16	69.4441790420667	78.4806141576074	81.8196323672056	85.6630181173192	80.8746132722403
ENSG00000055208.18	96.6392249665009	82.2079818850383	82.1987416448914	108.603173168714	94.8567718263836
ENSG00000055332.16	117.920759540328	125.421405489862	122.733277937452	141.939573956137	130.909766956303
ENSG00000055609.17	358.0863201577	335.590978625028	306.203021404143	344.590323451644	349.38128683941
ENSG00000055917.15	131.470832285973	102.553765766849	112.509294273196	140.798227924232	134.792425998564
ENSG00000056097.15	150.970397589104	172.083411541497	165.267711404471	141.97747668862	135.392817893372
ENSG00000056586.15	185.525849145778	190.761599065838	195.882221597587	188.681697438767	181.109642344943
ENSG00000057019.15	111.595263370953	110.366574059204	113.719380452476	134.594498185019	129.80912647572
ENSG00000057608.16	347.638726975219	368.541352663792	374.051615276633	372.493841321735	344.090537998648
ENSG00000058063.15	114.797141018122	106.810996038332	97.66371960382	107.58501101738	122.670873971121
ENSG00000058262.9	228.653823241437	237.086419862167	253.099959474973	302.282819669567	259.66738868718
ENSG00000058272.16	195.871345653739	164.573260052261	156.726743169941	174.069720282277	168.761597973706
ENSG00000058673.15	364.685273499357	277.954040104222	295.887132460449	352.842222097427	339.23920302322
ENSG00000059573.8	111.744585379502	126.313603643283	133.354560465948	133.722261553746	114.738026425693
ENSG00000059728.10	86.0535539026212	65.4940796406607	58.5235587227479	49.4630658907787	47.1211705749678
ENSG00000060138.12	85.0649702436135	83.2745274081435	86.2957066798818	93.1985551191663	73.0540759799332
ENSG00000060237.16	162.709266333465	146.049384869792	166.20926184539	182.013185442476	170.250644746332
ENSG00000060749.14	85.1998997694107	84.3606816818734	81.9574902863641	90.8367411012972	89.1537507647904
ENSG00000061676.14	191.366498552455	182.272715154121	178.120568999345	190.277876260472	187.251609312483
ENSG00000061987.14	141.570757056983	102.422898670288	111.226928421025	122.663665567571	130.011284931337
ENSG00000062038.13	113.414563143786	99.5199510234673	81.9268551932177	66.0549870353674	76.3536576247428
ENSG00000062194.15	111.698709340731	105.389787895233	104.761487747159	100.654496382798	103.777949599274
ENSG00000062485.18	147.344391465847	146.274885501975	154.714879162223	173.496441453467	151.070861269639
ENSG00000062650.17	131.679073520787	141.684732747061	131.035866853436	135.76142856135	123.537066798315
ENSG00000062716.11	1719.09211167407	1343.27785279009	1031.81147746806	734.450723013096	942.253542241511
ENSG00000062725.9	1073.98145541504	944.752162758109	925.075940906285	952.742982636172	1000.06384115724
ENSG00000063046.17	862.088128103053	747.967693310195	590.240595570259	529.967850186175	674.814284038376
ENSG00000063177.12	303.472695061094	339.541289321517	391.455698897058	380.316491522143	329.345137682671
ENSG00000063244.12	78.1547794624507	81.5898799631748	97.0127238744607	116.520106416175	93.072910639316
ENSG00000064393.15	62.7309853685679	69.656676376521	89.5066473802809	79.5360414113848	49.4932567127553
ENSG00000064419.13	128.516325436099	135.006248050622	136.189742601975	152.746116771298	153.514545193791
ENSG00000064601.16	52.9261064939683	51.2790142693617	52.5492368858843	42.6865311069108	35.9645508055869
ENSG00000064651.13	318.073419047613	330.452633406998	315.779360052351	281.647624537317	250.512699179676
ENSG00000064703.11	65.465557091392	89.1294445783475	80.2447971101524	75.6950732583528	71.3764415739422
ENSG00000064726.9	71.2050093537207	79.8911653710188	85.4862700781563	69.8016721413471	61.7865498355956
ENSG00000064787.13	80.4683710647874	81.7233047228598	64.7084968249924	30.1108782530895	29.8019936249747
ENSG00000064961.18	39.2631427117395	41.8408110610992	45.3485539765069	47.5224459876309	58.4134985668696
ENSG00000065000.15	101.721570438197	109.533202157657	124.617336165951	123.483312157523	84.0141528063528
ENSG00000065060.16	73.9868064105739	67.311725568127	70.5813399158088	81.9982976703348	77.1716506349721
ENSG00000065135.9	212.55852987417	207.053060617411	196.290051275097	208.800941625088	215.90008304603
ENSG00000065150.18	119.311433186212	120.393039786205	124.781999791612	142.592922307319	135.123273285883
ENSG00000065183.15	114.149929059381	202.037909506567	157.681217790782	110.766945409358	77.8595509353366
ENSG00000065361.14	398.630843599427	286.900745715306	213.628556649256	220.564054651297	301.677506826379
ENSG00000065427.14	170.317492528085	184.313730327833	194.19872749453	202.819416655058	183.199081012377
ENSG00000065526.10	88.5654919078799	75.6616431167222	72.0882035599436	84.3928027949708	70.8701095161229
ENSG00000065613.13	118.663321697299	140.807028018014	103.178515043489	81.6026879000398	82.6224415864317
ENSG00000065911.11	115.003133427506	153.510940759654	167.822390968876	120.000051042303	118.997860734685
ENSG00000065923.9	206.897336736803	171.089333140265	158.670156891411	147.634459511761	145.977123331226
ENSG00000065978.18	89.8779064288011	103.450226692144	119.523294583713	137.885402932886	172.34616688581
ENSG00000066279.16	130.284351989129	111.870906253863	131.255577912095	194.079520328553	327.916457671098
ENSG00000066422.4	101.410332998691	128.854641957923	111.096250601822	108.053109763549	90.928720723486
ENSG00000066455.12	64.8138474817913	58.3667250657928	59.6173272827377	62.6740632978522	60.7430004003488
ENSG00000066583.11	101.456658802548	113.69025729008	128.971827452702	144.936258743102	176.035558700826
ENSG00000066629.16	56.5853952335895	60.4196760007548	59.3545356243419	69.7140220724794	75.5894799441338
ENSG00000066739.11	98.6825077521571	71.1260538418063	71.7253691754918	73.4952934218501	87.6048051905003
ENSG00000066777.8	156.719294918239	131.761426099432	131.473374277432	137.27327380328	154.087795444095
ENSG00000066855.15	61.158606627944	57.7311457792421	53.9761620838404	45.0128113130767	48.4693615718046
ENSG00000066933.15	136.745227449387	109.274451904849	110.024979688362	119.335331871376	123.353626718218
ENSG00000067057.16	87.6704593867582	103.910179777448	130.401624690641	142.796649494417	113.54613386445
ENSG00000067064.10	78.5532713286385	86.9422163293255	82.5012631897113	73.5554640096674	101.08858699642
ENSG00000067082.14	51.9946430008813	57.064874535192	46.5002420094765	52.4862825904823	62.6770765509654
ENSG00000067167.7	142.67493034309	148.789920908179	139.940148145747	141.505113885047	149.155035535154
ENSG00000067225.17	691.57858588325	765.514967456119	826.943121438662	978.356701680112	1124.23078129181
ENSG00000067533.5	50.447900870159	80.7390306969405	87.7862954307826	50.2718154451423	29.4416648962123
ENSG00000067560.10	168.463111078545	174.419836806141	177.16082897187	181.668744361034	202.021343516636
ENSG00000067704.9	99.13092354289	86.9699243465125	84.1885866794112	91.851112979383	108.842206096243
ENSG00000067900.7	104.045956402598	80.4278483500713	80.9752526123601	100.866277900549	92.6873121036015
ENSG00000068097.14	289.807482453435	309.992180961752	289.979824889843	281.074345708506	292.605178171163
ENSG00000068489.12	105.022396404284	96.194988961029	83.7214015089298	120.309432096198	202.244560144713
ENSG00000068654.15	108.843150809775	134.419690640633	153.638342842128	148.635565433478	103.061035816853
ENSG00000068878.14	83.9095237377031	79.9964558363293	77.6877241790952	85.0210405858824	72.1382794576112
ENSG00000069275.12	1755.02879180982	1768.71527422283	1655.11212527651	1977.511106458	2360.27905446879
ENSG00000069329.15	116.050186547692	106.039008051784	100.237067428111	103.525154584256	120.759727830517
ENSG00000069345.11	68.989916305216	83.4399229568905	72.8177017154905	69.472865937054	63.5938089920634
ENSG00000069493.14	84.9169975303225	89.1759087917841	90.129401383146	106.729356831568	95.7922226430017
ENSG00000069956.11	210.284067834314	244.434159742968	228.82069080985	209.261933608917	197.500387869138
ENSG00000070061.14	69.6366784988708	71.4355310799255	70.9752880667373	87.1454887415745	81.9181627074871
ENSG00000070214.15	309.511241105606	288.271226873093	261.01099360668	239.887815239624	242.016428531093
ENSG00000070614.14	91.3360448375833	84.7200333509292	84.7706534491913	89.2149779351656	68.27901838475
ENSG00000070756.14	847.428484890268	878.391035318089	854.749733875586	930.765556989855	697.936625358995
ENSG00000070814.17	53.9277333404698	53.3494425690109	71.0782028327758	92.6546509080301	59.4439451392523
ENSG00000070831.15	170.230238101403	185.538424687497	181.058187228079	190.435172600278	192.459061382181
ENSG00000070961.15	200.49313167738	153.334035726845	169.622681364553	148.852558576945	133.15316426239
ENSG00000071054.16	100.049343848483	113.158689637277	108.787609129249	114.506049968841	90.3521947574662
ENSG00000071073.12	78.8474176948765	63.0208193988315	61.8039070560566	64.4502800988534	67.5826948154015
ENSG00000071082.10	294.7463528627	363.64470661107	341.126548917622	213.506565862896	191.874580106565
ENSG00000071127.16	165.539188254519	184.427120059706	213.545746163095	227.814373591207	162.844719471796
ENSG00000071189.21	79.0412664469386	66.9067622400095	65.7381231587072	61.9051116125961	68.5911472965481
ENSG00000071537.13	185.362134654478	161.066277630764	159.246958254557	167.989648207791	164.689415379304
ENSG00000071794.15	97.8945193215012	95.4553980407302	91.9253837188492	105.559583750301	104.023160318588
ENSG00000071894.15	60.0755723008782	58.7320446154736	61.1816317265219	75.1781747441111	69.7254808530675
ENSG00000071994.10	79.1046833240633	79.0066402069726	76.0674149556529	63.655270285015	60.4500578234589
ENSG00000072110.13	142.458143571642	164.378877654765	193.956518789342	187.176485175022	165.711438682702
ENSG00000072210.18	44.4471350928696	56.3299726639556	68.3425847494751	62.3656298122688	48.8105039656588
ENSG00000072274.12	538.82397019802	605.085974220656	672.630327873985	649.924313086122	503.609470099906
ENSG00000072310.16	97.7807287547456	68.2572083699845	73.2374982262612	93.39801824886	111.860076189475
ENSG00000072364.12	252.906505973319	210.665333504219	189.703984921968	190.076517994154	191.955069121302
ENSG00000072501.17	130.988234348705	126.19850880266	122.482453112316	189.968495206577	190.245145517539
ENSG00000072803.17	109.910443358832	98.2381355206786	100.447205020162	98.1230676370662	92.8899385186068
ENSG00000073111.13	107.347681898856	119.463755517473	135.406633033422	204.824944987584	179.861594657139
ENSG00000073350.13	111.046549966044	109.10266219829	123.60398472547	116.499733697465	142.021930583824
ENSG00000073578.16	103.292599883563	96.8744747978914	91.1623784301736	115.452670712612	122.421451617316
ENSG00000073584.18	78.9643566172341	86.2618779380881	77.9289755376225	71.5470929722056	65.3991963109792
ENSG00000073614.12	98.0496882761681	71.9713615046031	75.100494828222	84.7543001060308	99.4156321843094
ENSG00000073712.14	59.740047546729	57.2741766342506	45.9488103328427	37.7899718542173	43.3859187399274
ENSG00000073921.17	213.233627268242	195.072966540133	186.318328455969	189.424590995441	183.44663152863
ENSG00000074054.17	79.3727433153138	62.5480779979028	59.4043176507047	82.8487402304301	86.1190341335905
ENSG00000074181.8	92.3489158112346	62.350711660094	61.3386365788968	93.2923643820626	75.1963940582112
ENSG00000074201.8	90.9330553205355	88.0582100061798	87.837992150467	76.7099189205947	79.7243690965288
ENSG00000074370.17	71.1200037524685	63.9279372538147	75.5145472590278	72.1521153394712	59.1224570396942
ENSG00000074410.13	173.764492147119	284.008028720984	337.546551079475	198.485239195587	180.687542976964
ENSG00000074590.13	89.6066980819486	46.6909929003843	41.9370491506655	25.8771430346987	19.0164656502802
ENSG00000074695.5	99.4417112173096	94.9775413135515	86.4742518321252	90.4932475881668	105.746654744603
ENSG00000074696.12	236.528310366964	225.541554793318	209.281724135791	224.95792891443	227.837727033988
ENSG00000074755.14	69.4599208200764	59.1148415298415	63.4184721995339	77.9829769478794	64.6640321124264
ENSG00000074800.13	699.920828698207	740.27722657065	748.306188045361	772.0004863002	639.32751976794
ENSG00000075223.13	789.375506181091	804.625899408519	866.187154432433	930.770768615571	980.12034795933
ENSG00000075275.16	110.305337104332	109.88445456015	116.896335346416	129.098128190776	114.47877692474
ENSG00000075292.18	196.768177235204	166.826134988157	166.335152931288	214.748827920038	206.91573075576
ENSG00000075413.17	97.4146199747491	102.044790804983	105.467530909516	88.3304229158353	83.3973823329648
ENSG00000075415.12	407.740835416171	418.102896144748	424.244822030233	307.577357613336	314.273569673257
ENSG00000075420.12	49.9972362539962	65.1168243297302	72.3845023514682	61.1745364439794	55.6193130611033
ENSG00000075426.11	281.633451780638	200.477308723158	155.767960489128	131.740896213178	110.925561291633
ENSG00000075461.5	213.447715449174	261.918771142331	272.378527857288	245.172403716116	206.578799996397
ENSG00000075539.13	160.549044625451	149.211509046608	153.026598325862	171.118992558448	183.591698938911
ENSG00000075624.13	1342.82538721045	1467.0857991253	1700.86372219722	2051.89379760411	1445.146098559
ENSG00000075711.20	120.437644961533	110.521312678263	110.365316426284	133.854921117437	133.310866576147
ENSG00000075785.12	95.9380411974412	99.1588942456615	101.107774216129	116.416347686002	92.0480795795893
ENSG00000076003.4	93.9892090798431	114.916656758494	140.698366701119	178.169848368664	114.858759947798
ENSG00000076108.11	89.9975439416746	67.2810336106276	73.3437637056125	101.527680582384	95.6115903192326
ENSG00000076248.10	82.7671204192864	93.3960529479559	119.139398572724	148.531806703305	105.702198602742
ENSG00000076685.18	130.133680685322	144.422711122322	161.929443598182	175.299663951362	164.272463564593
ENSG00000076770.14	57.539346980976	57.4519342214348	56.3274054828208	72.4008520213932	67.1035044020863
ENSG00000077097.14	317.333105716072	302.438549199393	278.425129367044	271.721372684082	307.493306100481
ENSG00000077147.14	289.136882710223	286.268150369067	288.19628806073	274.247116019941	276.014613988291
ENSG00000077232.16	86.9580314905488	89.7803698436479	95.8495476815612	112.534160311394	110.314406330901
ENSG00000077235.17	267.211734298343	222.182490555881	210.30560638954	227.518258493681	199.175214518801
ENSG00000077549.17	63.4470113854653	59.978052834513	63.4572447392973	81.5164591836402	70.7133431211419
ENSG00000078114.18	240.500185841349	215.686026218501	201.183528731892	170.769813635445	170.805176621116
ENSG00000078140.13	81.1542628209234	90.3260046436378	95.8710879814297	95.8228455594826	81.3977918680277
ENSG00000078269.13	77.4792323032925	75.9455437235919	58.7992745610648	43.5260766314171	50.8990067143165
ENSG00000078304.19	124.021373166707	122.511211130854	109.070505067522	124.198726233147	144.296213209519
ENSG00000078369.17	153.513819150383	169.080715032803	175.904790152871	192.558673187658	159.102916205323
ENSG00000078618.20	75.3680349896516	78.3297120332352	73.8305744826408	92.7745182995088	97.9382843963838
ENSG00000078674.17	145.068130365647	138.555858190869	130.024908779607	155.48222027244	177.379538063171
ENSG00000078747.13	105.458218772609	113.197907138526	94.8132199212207	82.2290305543272	88.2903656939247
ENSG00000079246.15	311.160079910849	329.370315627956	354.913298180128	428.856152092796	414.464610563487
ENSG00000079257.7	73.2523400251509	81.2880757144303	76.7729794446791	45.4861216849626	24.2304691514103
ENSG00000079616.12	62.4768680949831	62.3993072594681	65.8467820047105	89.0008274966347	108.360675885988
ENSG00000079691.17	78.5959990118077	62.5237801982158	49.2353814194468	53.4594352469924	62.9667434121393
ENSG00000079805.16	110.102043285464	103.609654360266	108.339092218653	110.847488715885	105.766309038899
ENSG00000080345.17	258.128728386758	333.460445241942	300.685353924492	311.794036602109	301.823042196048
ENSG00000080371.5	139.82881687894	157.279657374271	149.377192854806	155.30028715652	137.179486836768
ENSG00000080503.21	85.0514772910337	75.7145014879712	73.0249672675586	79.9382841598644	90.479479711003
ENSG00000080603.16	84.8297431036403	75.1918856561059	83.9559514408313	106.419975777673	83.4802111446413
ENSG00000080815.18	99.8766340554627	85.7439511552852	75.0578929018154	86.8678512261339	98.3767623429426
ENSG00000080824.18	808.021417351012	886.760561617309	920.084335416756	1437.92070006261	1161.67314784471
ENSG00000081014.10	73.5091558892516	85.2882608418562	83.0234957931901	77.5257752372989	73.7036036104815
ENSG00000081019.13	80.8628150452013	90.393782716449	90.9646863447137	97.4270787118406	104.356347402846
ENSG00000081026.18	100.994750059236	74.5844406639296	74.6151200711849	103.904655693246	121.656805977319
ENSG00000081307.12	57.6972145261588	51.964467986849	47.5471005830861	50.1149928894924	58.4242616327936
ENSG00000081923.11	85.3510208383036	81.9641513337928	80.236180990205	64.8274122870628	61.4809723552296
ENSG00000082153.17	249.989779390669	279.428959172944	303.517664020535	253.750739645411	204.283459198242
ENSG00000082175.14	128.809572272165	187.665974130271	178.221090398731	225.20571802804	281.248271783717
ENSG00000082438.15	95.9825679409543	83.9297154453189	92.650095141092	83.5636805218974	74.5080257984587
ENSG00000082458.11	62.2474879011278	43.6831810654401	44.3375959026782	52.79898013347	58.6690043927192
ENSG00000082516.8	93.6757228149075	160.960134611078	123.423046206574	97.5256258162973	72.8163526108276
ENSG00000082641.15	106.948290502496	128.502537001055	129.764031814533	126.333123856115	124.867943297796
ENSG00000082701.14	209.921557175006	186.525682653729	196.752928385605	224.867909924782	214.64641984557
